id,file,client_receipt_id,snapshot_url_1,handle_id,retailer_name,store_phone,purchase_date,purchase_time,purchase_total,num_items_with_total,summed_net_total,receipt_item_code,receipt_item_description,receipt_item_price,receipt_item_quantity,quantity_type,identified_product_upc,identified_product_description,identified_product_brand,product_category,essence_in_item,essence,match_ratio_to_item_tokens,product_confidence,product_retailer,type,algorithm
,"out_of_home2","OOHReceipt_20200117_114948","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200117_114948_1.jpg","7fc6739e-fe0a-411b-a1a9-7a12e17ef4d6",,,"2020-01-15","12:35:30",,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200119_191208","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200119_191208_1.jpg","be0f5f3d-b37c-4d89-b1f4-e875e4e4caf7",,"080959299","2020-01-19",,"21.50",,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200116_122825","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200116_122825_1.jpg","df700a1e-39a5-4da7-bd58-6179bce507ec",,,,,,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200113_101331","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200113_101331_1.jpg","d6c905d3-7a62-4220-8a09-f9ad643a9695",,,,,,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200117_112021","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200117_112021_1.jpg","8a373c12-e93c-4cd2-b09d-b2fff0ff49cf",,,,,,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200113_084624","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200113_084624_1.jpg","ad83545d-684c-4246-b9f2-abc04402120c",,,,,,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200116_124939","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200116_124939_1.jpg","56ae9733-24f7-45cc-8e82-9a9280c3c8a1",,,"2020-01-16","12:06:00",,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200116_133022","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200116_133022_1.jpg","d21990bf-b3d7-4621-a22c-afb905f78f6f",,,,,,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200116_091208","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200116_091208_1.jpg","021506fc-c8db-410c-a670-0815e662163b",,,,,,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200116_131942","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200116_131942_1.jpg","a951a4c3-ded3-4230-b4de-92822742343d",,,,,,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200115_182027","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200115_182027_1.jpg","7d1782eb-e427-402f-a231-74cae29b432f",,,"2020-01-15","12:34:39",,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200116_124924","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200116_124924_1.jpg","5eabc639-f4cd-40eb-98b4-71b383465cb8",,,"2020-01-16","12:06:00","2.85",,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200116_132054","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200116_132054_1.jpg","0d92c1c6-8c22-4ff7-b23c-ab616896ab88",,,,,,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200115_170306","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200115_170306_1.jpg","3be9f7a9-3aef-443c-892b-ed2850a6e6bd",,,,,,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200116_130103","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200116_130103_1.jpg","99dd2fee-5cbf-4900-8b90-20d74f3749f0",,,"2020-01-16","12:35:09",,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200113_110427","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200113_110427_1.jpg","87914d78-821d-4df0-9250-e3e88963e4dd",,,,,,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200116_130014","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200116_130014_1.jpg","e57f7c73-2618-4f9d-9f2c-5b7d66c3ccfb",,,"2020-01-16","12:35:09",,,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200114_093322","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_093322_1.jpg","22dfbcb5-eb17-46c5-a3df-e4e95e302856","REWE",,"2019-11-20","17:03:00","2.19",,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200111_134628","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200111_134628_1.jpg","56fdcde8-b871-4832-9bef-c9872a6bfec4",,"095191700949",,,"8.50",,,,,,,,,,,,,,,,,"Item",
,"out_of_home2","OOHReceipt_20200110_141822","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200110_141822_1.jpg","145cb3b1-df0b-465d-bfb3-72dca009c731",,,,,,,,,,,,,,,,,,,,,,"Item",
"5241731","out_of_home2","OHHReceipt_20200110_114028","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OHHReceipt_20200110_114028_1.jpg","2a22ef48-6122-41aa-80ef-042817071dfa",,"0911341045","2019-12-13","11:05:00","8.13","3","8.13","730106","chicken tikka take","5.49","1.000","unit","4260334165042","youcook indisches chicken tikka mit basmati wildreismischung 2 becher im karton","YOUCOOK","FERTIGGERICHTE IN SCHALEN/BECH","chicken tikka","chicken tikka","0.67","0.753","GFK","Item","TEXT_ANALYSIS"
"5241732","out_of_home2","OHHReceipt_20200110_114028","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OHHReceipt_20200110_114028_1.jpg","2a22ef48-6122-41aa-80ef-042817071dfa",,"0911341045","2019-12-13","11:05:00","8.13","3","8.13","675226","coke zero 1 l pet","2.49","1.000","unit","5000112562446","sprite zero 1,5l ew pet flasche","SPRITE","LIMONADEN MIT KOHLENSAEURE",,,"0.67","0.479","GFK","Item","TEXT_ANALYSIS"
"5241733","out_of_home2","OHHReceipt_20200110_114028","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OHHReceipt_20200110_114028_1.jpg","2a22ef48-6122-41aa-80ef-042817071dfa",,"0911341045","2019-12-13","11:05:00","8.13","3","8.13","617755","pfand fl peto,15","0.15","1.000","unit",,,,,,,,,,"Item",
"5241734","out_of_home2","OHHReceipt_20200110_115542","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OHHReceipt_20200110_115542_1.jpg","464649f2-7936-4031-ad72-4013d27daaf6",,,"2020-01-10","11:53:00","4.45","1","4.45",,"pasta normale","4.45","1.000","unit","7610227887754","hilcona pasta bami goreng 400gr","HILCONA","FERTIGGERICHTE IN SCHALEN/BECH","pasta","pasta","0.50","0.574","GFK","Item","TEXT_ANALYSIS"
"5241735","out_of_home2","OOHReceipt_20200113_185754","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200113_185754_1.jpg","cbf41172-3faf-4625-904d-35e421a94b89",,"09113005715","2020-01-13","18:57:00","2.25","2","2.25",,"kaiserbrötchen","0.35","3.000","unit","4316268560948","kornmuehle kaiserbroetchen 200 gr","KORNMUEHLE","TIEFKUEHLKOST (****)",,"kaiserbroetchen","1.00","0.493","GFK","Item","TEXT_SPAN"
"5241736","out_of_home2","OOHReceipt_20200113_185754","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200113_185754_1.jpg","cbf41172-3faf-4625-904d-35e421a94b89",,"09113005715","2020-01-13","18:57:00","2.25","2","2.25",,"quarkbällchen","0.60","2.000","unit","4061458050197","bachmeier quarkbaellchen 6 stueck","BACHMEIER","BACKWAREN FRISCHWARE",,"quarkbaellchen","1.00","0.340","GFK","Item","TEXT_SPAN"
"5241737","out_of_home2","OHHReceipt_20200110_125936","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OHHReceipt_20200110_125936_1.jpg","fff12d73-4ad1-406d-8b68-c5542c1361e2",,,"2019-12-21","18:15:00","3.50","1","3.50",,"cafe creme m","3.50","1.000","unit","4037014180202","minges cafe creme dark roast 100 +8 pads 756 gr btl","MINGES","ROESTKAFFEE","creme","creme","1.00","0.718","GFK","Item","TEXT_ANALYSIS"
"5241738","out_of_home2","OOHReceipt_20200114_080620","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_080620_1.jpg","1060a1fd-55b6-4810-9fdc-e0de60d894fa",,,"2019-11-25","12:41:00","6.60","2","6.60",,"helles 0,5","3.30","1.000","unit","4015100198874","syoss professional performence oleo intense perm.intens.oel-coleration 5-92 helles rot 1st","SYOSS","COLORATIONEN",,"oel","1.00","0.492","GFK","Item","TEXT_ANALYSIS"
"5241739","out_of_home2","OOHReceipt_20200114_080620","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_080620_1.jpg","1060a1fd-55b6-4810-9fdc-e0de60d894fa",,,"2019-11-25","12:41:00","6.60","2","6.60",,"radler 0,5","3.30","1.000","unit","4001179001634","hirsch donau radler naturtrueb 0,33 ltr mw gl fl","HIRSCH","BIERMISCHGETRAENKE","radler","radler","1.00","0.623","GFK","Item","TEXT_ANALYSIS"
"5241740","out_of_home2","OOHReceipt_20200114_101437","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_101437_1.jpg","4db915ff-3f90-4f46-afc5-3dbb6942ad6e",,"036824698651","2020-01-11","19:30:00","27.49","4","27.49",,"sprite 0,2","1.99","1.000","unit","5000112547474","sprite 2,0l ew pet flasche","SPRITE","LIMONADEN MIT KOHLENSAEURE",,,"1.00","0.567","GFK","Item","TEXT_ANALYSIS"
"5241741","out_of_home2","OOHReceipt_20200114_101437","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_101437_1.jpg","4db915ff-3f90-4f46-afc5-3dbb6942ad6e",,"036824698651","2020-01-11","19:30:00","27.49","4","27.49",,"mineralwasser 0,25","2.30","2.000","unit",,"surf natuerl. mineralwasser 6x0,5 l pet","SURF","HEIL-/ TAFEL-/ MINERALWASSER","mineralwasser","mineralwasser","1.00","0.580","GFK","Item","TEXT_ANALYSIS"
"5241742","out_of_home2","OOHReceipt_20200114_101437","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_101437_1.jpg","4db915ff-3f90-4f46-afc5-3dbb6942ad6e",,"036824698651","2020-01-11","19:30:00","27.49","4","27.49",,"pizza margherita","5.90","1.000","unit",,"shaun pizza margherita 6 st 450 gr","BOFROST","TIEFKUEHLKOST (****)","pizza","pizza","1.00","0.821","GFK","Item","TEXT_ANALYSIS"
"5241743","out_of_home2","OOHReceipt_20200114_101437","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_101437_1.jpg","4db915ff-3f90-4f46-afc5-3dbb6942ad6e",,"036824698651","2020-01-11","19:30:00","27.49","4","27.49",,"pollo alle verdure","15.00","1.000","unit",,"san fabio tortelloni verdure alle griglia mit gemuese 250g","SAN FABIO","TEIGWAREN",,"tortelloni","0.67","0.384","GFK","Item","TEXT_ANALYSIS"
"5241744","out_of_home2","OHHReceipt_20200110_140838","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OHHReceipt_20200110_140838_1.jpg","c87ff930-862d-41c6-ad71-e66b9cadfe9d",,"0911341045","2019-12-13","11:05:00","8.13","3","8.13","730106","chicken tikka take","5.49","1.000","unit","4260334165042","youcook indisches chicken tikka mit basmati wildreismischung 2 becher im karton","YOUCOOK","FERTIGGERICHTE IN SCHALEN/BECH","chicken tikka","chicken tikka","0.67","0.753","GFK","Item","TEXT_ANALYSIS"
"5241745","out_of_home2","OHHReceipt_20200110_140838","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OHHReceipt_20200110_140838_1.jpg","c87ff930-862d-41c6-ad71-e66b9cadfe9d",,"0911341045","2019-12-13","11:05:00","8.13","3","8.13","675226","coke zero 1 l pet","2.49","1.000","unit","5000112562446","sprite zero 1,5l ew pet flasche","SPRITE","LIMONADEN MIT KOHLENSAEURE",,,"0.67","0.479","GFK","Item","TEXT_ANALYSIS"
"5241746","out_of_home2","OHHReceipt_20200110_140838","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OHHReceipt_20200110_140838_1.jpg","c87ff930-862d-41c6-ad71-e66b9cadfe9d",,"0911341045","2019-12-13","11:05:00","8.13","3","8.13","617755","pfand fl peto 15","0.15","1.000","unit",,,,,,,,,,"Item",
"5241747","out_of_home2","OOHReceipt_20200110_141131","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200110_141131_1.jpg","0ba34ead-bdc4-46e7-b582-b0b5d328bbb0",,"0911341045","2019-12-13","11:05:00","8.13","3","8.13","730106","chicken tikka take","5.49","1.000","unit","4260334165042","youcook indisches chicken tikka mit basmati wildreismischung 2 becher im karton","YOUCOOK","FERTIGGERICHTE IN SCHALEN/BECH","chicken tikka","chicken tikka","0.67","0.753","GFK","Item","TEXT_ANALYSIS"
"5241748","out_of_home2","OOHReceipt_20200110_141131","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200110_141131_1.jpg","0ba34ead-bdc4-46e7-b582-b0b5d328bbb0",,"0911341045","2019-12-13","11:05:00","8.13","3","8.13","675226","coke zero 1 l pet","2.49","1.000","unit","5000112562446","sprite zero 1,5l ew pet flasche","SPRITE","LIMONADEN MIT KOHLENSAEURE",,,"0.67","0.479","GFK","Item","TEXT_ANALYSIS"
"5241749","out_of_home2","OOHReceipt_20200110_141131","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200110_141131_1.jpg","0ba34ead-bdc4-46e7-b582-b0b5d328bbb0",,"0911341045","2019-12-13","11:05:00","8.13","3","8.13","617755","pfand fl peto,15","0.15","1.000","unit",,,,,,,,,,"Item",
"5241750","out_of_home2","OOHReceipt_20200115_172354","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200115_172354_1.jpg","e8ae3495-1f43-4d50-ae2d-5ea87c6d435a",,"09118018175","2020-01-13","08:19:00","3.20","1","3.20",,"spezialfladen","3.20","1.000","unit",,,,,,,,,,"Item",
"5241751","out_of_home2","OOHReceipt_20200114_131908","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_131908_1.jpg","6248709f-dba1-4574-93e8-702a080a495b",,"09113005715","2020-01-14","13:02:00","8.10","2","8.10",,"tasse espresso","2.00","3.000","unit","7613036754354","nescafe espresso 100 gr glas + gratis tasse","NESTLE","EXTRAKTKAFFEE INSTANT","espresso","espresso","1.00","0.723","GFK","Item","TEXT_ANALYSIS"
"5241752","out_of_home2","OOHReceipt_20200114_131908","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_131908_1.jpg","6248709f-dba1-4574-93e8-702a080a495b",,"09113005715","2020-01-14","13:02:00","8.10","2","8.10",,"espresso macchiato","2.10","1.000","unit","4337185298042","k-to go latte macchiato espresso 250ml 1,5%","K-TO GO","MILCHGETRAENKE","espresso","espresso","1.00","0.685","GFK","Item","TEXT_ANALYSIS"
"5241753","out_of_home2","OOHReceipt_20200115_084656","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200115_084656_1.jpg","3b67629a-4413-4ba4-88aa-3f7274b6c3ec",,,"2019-11-25","18:55:00","27.00","1","27.00","000005","super 95","27.00","1.000","unit","0009531112817","paul mitchell smoothing super skinny daily treatment macht geschmeidig und glatt 300ml","PAUL MITCHELL FRISEUR","HAARKUREN / HAARMASKEN",,"smoothing","1.00","0.481","GFK","Item","TEXT_ANALYSIS"
"5241754","out_of_home2","OOHReceipt_20200114_085216","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_085216_1.jpg","172e3197-c37a-40b5-8215-a29a81aa4682",,,"2020-01-08","11:32:00","4.12","1","4.90",,"gemüse","4.90","1.000","unit","8711200374625","knorr natuerlich lecker lachs gemuse gratin 42gr","KNORR","FIXPRODUKTE",,"lachs","1.00","0.364","GFK","Item","TEXT_ANALYSIS"
"5241755","out_of_home2","OOHReceipt_20200113_084545","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200113_084545_1.jpg","6c992939-e253-4af3-a4ef-fab10b9b79ba",,"09118018175","2020-01-13","08:19:00","3.20","1","3.20",,"spezialfladen","3.20","1.000","unit",,,,,,,,,,"Item",
"5241756","out_of_home2","OOHReceipt_20200114_172523","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200114_172523_1.jpg","0fc16337-96cb-427c-8fb2-aea3a5f9a9a8",,,"2020-01-14","17:20:00","2.20","1","2.20",,"hot dog bacon","2.20","1.000","unit","4030800001651","homann rot hot dog 450ml kofpsteher","HOMANN","WUERZSOSSEN / COCKTAILSAUCEN","hot dog","hot dog","0.67","0.734","GFK","Item","TEXT_ANALYSIS"
"5241757","out_of_home2","OOHReceipt_20200115_234407","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200115_234407_1.jpg","e663d72d-6517-4627-a675-531b360bbd26",,"02103969818","2020-01-15","22:41:00","24.00","3","24.00",,"3 krombacher pils","2.60","3.000","unit","4008287032031","krombacher pils 5000 einweg","KROMBACHER","BIER","pils","pils","1.00","0.776","GFK","Item","TEXT_ANALYSIS"
"5241758","out_of_home2","OOHReceipt_20200115_234407","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200115_234407_1.jpg","e663d72d-6517-4627-a675-531b360bbd26",,"02103969818","2020-01-15","22:41:00","24.00","3","24.00",,"gyros spezial","13.50","1.000","unit","4008491759236","merz spezial dragees 134 st","MERZ","OTC HAUT HAARE NAEGEL",,"dragees","0.50","0.339","GFK","Item","TEXT_ANALYSIS"
"5241759","out_of_home2","OOHReceipt_20200115_234407","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200115_234407_1.jpg","e663d72d-6517-4627-a675-531b360bbd26",,"02103969818","2020-01-15","22:41:00","24.00","3","24.00",,"3 coca cola light","2.70","1.000","unit",,"coca-cola light 3x0,25 ltr dose","COCA-COLA","COLA / COLAHALT. ERFRISCH.GETR","cola","cola","1.00","0.950","GFK","Item","TEXT_ANALYSIS"
"5241760","out_of_home2","OOHReceipt_20200115_144413","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200115_144413_1.jpg","7216f29e-4584-4c37-bd4c-c6f09b8ad8c4",,"0911341045","2020-01-15","14:11:00","5.82","1","32.49",,"esbo 3.78","1.71","19.000","unit","4011185494863","eusterbrock speisezwiebeln gelb 1 kg","EUSTERBROCK","GEMUESE FRISCHWARE",,"speisezwiebeln","1.00","0.464","GFK","Item","TEXT_SPAN"
"5241761","out_of_home2","OOHReceipt_20200116_090335","https://s3.amazonaws.com/ourcart.platform.poc/gfk_23_12_19/OutOfHome_batch2/OOHReceipt_20200116_090335_1.jpg","5f2d5aaf-d2d0-4a12-a0c1-b2d3ad955a70",,,"2020-01-15","18:49:00",,"1","6.22",,"6,22","1.00","6.220","unit",,,,,,,,,,"Item",
